Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-12 00:00:00+05:30,439.0453596456423,451.2027570668963,434.49154384219645,440.6747131347656,6439945,0.0,0.0
2020-05-13 00:00:00+05:30,451.0774068864877,451.0774068864877,435.78665683922264,441.8027038574219,3502017,0.0,0.0
2020-05-14 00:00:00+05:30,433.9902851005659,440.80007478889104,429.77066240578034,432.3609313964844,3741672,0.0,0.0
2020-05-15 00:00:00+05:30,432.7786869694668,432.7786869694668,422.1670555804936,427.180419921875,4895121,0.0,0.0
2020-05-18 00:00:00+05:30,430.06307854068683,433.3635533216081,424.0470316359884,426.7626037597656,5159655,0.0,0.0
2020-05-19 00:00:00+05:30,427.8071333815726,434.90940024435264,422.9608908984514,433.0293884277344,3966934,0.0,0.0
2020-05-20 00:00:00+05:30,430.3556110802375,441.7192693842875,430.3138432369223,440.1316833496094,3138708,0.0,0.0
2020-05-21 00:00:00+05:30,442.6800562776546,449.1138839780796,437.3324983047838,446.8996276855469,4523685,0.0,0.0
2020-05-22 00:00:00+05:30,445.8970300509044,447.0250167029648,436.99828735635623,443.18145751953125,6410434,0.0,0.0
2020-05-26 00:00:00+05:30,442.8471962732213,448.2783411331759,434.7004789832894,437.8338317871094,4055691,0.0,0.0
2020-05-27 00:00:00+05:30,442.59647938009414,446.1058442533177,431.14928845964835,443.64093017578125,4828798,0.0,0.0
2020-05-28 00:00:00+05:30,443.68283984821124,456.21625340324545,436.99835261885966,453.4171447753906,4492767,0.0,0.0
2020-05-29 00:00:00+05:30,451.2028656629799,463.73627859806265,448.4455250169792,459.7673645019531,7853755,0.0,0.0
2020-06-01 00:00:00+05:30,465.4073470517321,479.1105640250399,464.1540059016825,467.70513916015625,4503261,0.0,0.0
2020-06-02 00:00:00+05:30,467.3290906910033,474.389588826579,459.55838635776036,468.08111572265625,2930058,0.0,0.0
2020-06-03 00:00:00+05:30,471.2562536364341,474.932741262817,465.40732850264857,470.2535705566406,4202273,0.0,0.0
2020-06-04 00:00:00+05:30,472.09187148154393,487.7168692860485,467.0785064746603,483.7479553222656,5315353,0.0,0.0
2020-06-05 00:00:00+05:30,488.80302531748185,490.5995012800463,478.3585162295015,481.2412109375,3995824,0.0,0.0
2020-06-08 00:00:00+05:30,483.9150805748738,487.5497498271066,477.1470071760655,483.1630554199219,3771973,0.0,0.0
2020-06-09 00:00:00+05:30,479.73717909372016,487.6331866265863,476.2695819136901,478.6509094238281,3812291,0.0,0.0
2020-06-10 00:00:00+05:30,480.44738626203815,490.89189465903894,479.27758092214356,483.5389709472656,6491708,0.0,0.0
2020-06-11 00:00:00+05:30,484.6251113029763,488.7193783323769,479.6952837368464,482.9957580566406,4975680,0.0,0.0
2020-06-12 00:00:00+05:30,463.9033120332406,483.53898853375904,463.9033120332406,476.8962707519531,6624056,0.0,0.0
2020-06-15 00:00:00+05:30,480.28035745973665,485.46084483323364,471.00565259643633,483.7479553222656,3787100,0.0,0.0
2020-06-16 00:00:00+05:30,488.8030369638305,495.9053033128776,483.28835643341444,485.37725830078125,4728405,0.0,0.0
2020-06-17 00:00:00+05:30,484.6252514381446,486.17101847864353,478.77632598975316,481.15765380859375,3572351,0.0,0.0
2020-06-18 00:00:00+05:30,477.2723588550409,487.8004049700621,476.3532113379606,483.7479553222656,1918229,0.0,0.0
2020-06-19 00:00:00+05:30,479.61191282859176,482.95415612356453,473.93010942685515,475.9354248046875,6182627,0.0,0.0
2020-06-22 00:00:00+05:30,480.4474736523349,481.8261694109454,472.4261101438345,475.9354248046875,2666273,0.0,0.0
2020-06-23 00:00:00+05:30,476.01895107329534,487.54967877783685,471.0473546032657,484.8341064453125,4521803,0.0,0.0
2020-06-24 00:00:00+05:30,480.44749154876826,484.4581734524144,463.23495833793424,467.579833984375,5339893,0.0,0.0
2020-06-25 00:00:00+05:30,465.90866279353435,468.4989317676803,457.8872998381384,459.6001892089844,6353371,0.0,0.0
2020-06-26 00:00:00+05:30,459.6002266913448,479.52838318787275,455.3806546779907,469.91943359375,7034875,0.0,0.0
2020-06-29 00:00:00+05:30,469.58510689309236,472.8438139773685,459.809036638841,462.64996337890625,3857610,0.0,0.0
2020-06-30 00:00:00+05:30,466.24289768212174,468.5824575783015,462.27398412658397,465.281982421875,3110587,0.0,0.0
2020-07-01 00:00:00+05:30,466.20108571549684,467.57973022093233,460.39392886315204,461.0205993652344,3004648,0.0,0.0
2020-07-02 00:00:00+05:30,463.7361637474985,478.2749395509042,461.9815067705867,475.60113525390625,5243652,0.0,0.0
2020-07-03 00:00:00+05:30,477.94060846931654,485.08464058151355,476.77080336384637,483.9148864746094,3735570,0.0,0.0
2020-07-06 00:00:00+05:30,483.9149834492729,492.14523566667907,482.32739777349826,483.5389709472656,3288417,0.0,0.0
2020-07-07 00:00:00+05:30,486.29632035473276,496.6990611187376,480.5727500420847,494.6936950683594,7255475,0.0,0.0
2020-07-08 00:00:00+05:30,496.9497203811762,496.9497203811762,478.77627537354175,480.3638610839844,4625011,0.0,0.0
2020-07-09 00:00:00+05:30,480.990540711039,494.31769317018063,480.44740585281755,491.5185852050781,4807930,0.0,0.0
2020-07-10 00:00:00+05:30,491.51873687573794,491.7693949651186,484.5000043815172,486.50537109375,2376881,0.0,0.0
2020-07-13 00:00:00+05:30,488.8030320172252,505.51424678704484,487.424336399283,503.5088806152344,5443990,0.0,0.0
2020-07-14 00:00:00+05:30,505.179880738788,512.8252800588481,491.39313186551544,494.10870361328125,6212718,0.0,0.0
2020-07-15 00:00:00+05:30,496.0306632121214,524.690386943973,495.0697479432631,514.0369873046875,9928037,0.0,0.0
2020-07-16 00:00:00+05:30,526.403327312948,544.9527880941691,507.3107825868256,524.5233154296875,20771204,0.0,0.0
2020-07-17 00:00:00+05:30,525.9855393748488,538.6443062739319,512.5330304908279,520.6797485351562,26830157,0.0,0.0
2020-07-20 00:00:00+05:30,528.9100339316335,544.7856905583334,523.7713141503979,541.9447631835938,10543170,0.0,0.0
2020-07-21 00:00:00+05:30,544.7856380861635,553.4336719109506,537.5162489733339,545.0780639648438,8801061,0.0,0.0
2020-07-22 00:00:00+05:30,548.9633774994467,549.7989381957929,537.3490634208035,543.2398071289062,3837958,0.0,0.0
2020-07-23 00:00:00+05:30,544.7905227735887,550.6156009021292,539.3845142779509,547.17919921875,3172594,2.0,0.0
2020-07-24 00:00:00+05:30,537.2471139693622,573.9575929610404,537.1633205294054,569.8926391601562,12365728,0.0,0.0
2020-07-27 00:00:00+05:30,573.286986426707,590.3850398175975,567.0009449088703,587.619140625,11348828,0.0,0.0
2020-07-28 00:00:00+05:30,588.3735181873111,600.1493597090174,583.0932532552796,597.132080078125,8469603,0.0,0.0
2020-07-29 00:00:00+05:30,595.0787330634919,595.7073373589815,580.4112995020678,582.0037841796875,7142681,0.0,0.0
2020-07-30 00:00:00+05:30,585.0210945816282,597.2160083134216,580.5370708376881,582.8838500976562,7966760,0.0,0.0
2020-07-31 00:00:00+05:30,588.2479890619398,600.6943871295066,583.3448951042657,591.0557861328125,6322671,0.0,0.0
2020-08-03 00:00:00+05:30,594.3243111099474,601.7837682540245,587.1582332929855,591.6842041015625,5546316,0.0,0.0
2020-08-04 00:00:00+05:30,594.6597337522596,595.9169424916936,575.8434993875405,580.537109375,6683186,0.0,0.0
2020-08-05 00:00:00+05:30,580.5368825168965,588.708736129878,570.77254466055,576.9747924804688,6052220,0.0,0.0
2020-08-06 00:00:00+05:30,579.9922456174438,593.0671948539542,575.2986872135555,590.8042602539062,5132907,0.0,0.0
2020-08-07 00:00:00+05:30,586.6136722489862,586.6136722489862,574.1253771593408,578.5675048828125,7371589,0.0,0.0
2020-08-10 00:00:00+05:30,582.4647423569196,582.4647423569196,574.2090420303724,580.0341186523438,3769570,0.0,0.0
2020-08-11 00:00:00+05:30,581.6684120032,587.493487743642,571.1916754757649,573.119384765625,3956468,0.0,0.0
2020-08-12 00:00:00+05:30,570.4375211391504,602.6220869989751,567.4621371994846,601.0296020507812,13085350,0.0,0.0
2020-08-13 00:00:00+05:30,600.945654871197,611.00332273515,597.6349956347902,607.3154907226562,8850347,0.0,0.0
2020-08-14 00:00:00+05:30,610.0814575025182,610.0814575025182,592.7738650180489,594.3244018554688,3887203,0.0,0.0
2020-08-17 00:00:00+05:30,596.0007591506434,604.1307195467149,594.4502221073529,602.496337890625,3344102,0.0,0.0
2020-08-18 00:00:00+05:30,602.5800975128714,604.8849799664838,597.0902968090936,598.8084716796875,3634301,0.0,0.0
2020-08-19 00:00:00+05:30,598.2634783883378,598.5987543780969,590.8878670170424,594.9528198242188,4858027,0.0,0.0
2020-08-20 00:00:00+05:30,593.8214736660066,599.9817747723589,591.7680229119078,595.1624755859375,3025569,0.0,0.0
2020-08-21 00:00:00+05:30,599.2694401591773,599.2694401591773,588.9603397414751,591.6423950195312,4164686,0.0,0.0
2020-08-24 00:00:00+05:30,591.7679985818486,593.7795525349858,583.0094362763082,591.4746704101562,4066936,0.0,0.0
2020-08-25 00:00:00+05:30,590.8880846078134,596.3778856591493,582.2552618298402,588.0383911132812,3982510,0.0,0.0
2020-08-26 00:00:00+05:30,590.6365102142767,601.5742129457384,584.182830265663,597.4254150390625,4511228,0.0,0.0
2020-08-27 00:00:00+05:30,598.0540485270617,603.4600550850539,592.1451790522091,595.2044067382812,3917059,0.0,0.0
2020-08-28 00:00:00+05:30,598.179840533673,600.6523609223408,589.3793806511228,592.1033325195312,5416681,0.0,0.0
2020-08-31 00:00:00+05:30,590.8880377602278,607.6508189732839,574.9633956078245,582.0037841796875,7786675,0.0,0.0
2020-09-01 00:00:00+05:30,582.5067460843592,590.0499989113509,571.9462125889537,577.9807739257812,6377322,0.0,0.0
2020-09-02 00:00:00+05:30,578.2320406116717,590.7202793777761,577.5614885749927,588.3316040039062,4090511,0.0,0.0
2020-09-03 00:00:00+05:30,590.7203550522387,600.4427981142614,584.6857440406288,592.354736328125,5467610,0.0,0.0
2020-09-04 00:00:00+05:30,582.632403763342,590.4689837236967,580.0341419135714,587.3678588867188,3354824,0.0,0.0
2020-09-07 00:00:00+05:30,583.6379758820603,597.0901455370862,577.5195724228414,594.0728149414062,4238823,0.0,0.0
2020-09-08 00:00:00+05:30,594.0730026453016,619.3010210470875,589.3794439991775,608.4052124023438,11522742,0.0,0.0
2020-09-09 00:00:00+05:30,596.8388424922855,612.5958987569538,595.2464088695895,605.0945434570312,5514179,0.0,0.0
2020-09-10 00:00:00+05:30,610.7099257058054,610.9613571428714,598.2635324336862,605.4715576171875,3366359,0.0,0.0
2020-09-11 00:00:00+05:30,596.7547752723937,615.1938273173272,595.204239085532,604.8428344726562,7221661,0.0,0.0
2020-09-14 00:00:00+05:30,626.1488494610257,693.4703361120204,625.4344719641066,668.1302490234375,32312474,2.0,0.0
2020-09-15 00:00:00+05:30,664.8524036357272,680.6531965885854,658.1286575878632,666.2391967773438,14024028,0.0,0.0
2020-09-16 00:00:00+05:30,664.0119639835027,669.2648908096776,654.934916687495,663.339599609375,7471292,0.0,0.0
2020-09-17 00:00:00+05:30,668.1302934799686,687.0828436161175,663.5497309295716,679.3505249023438,19972637,0.0,0.0
2020-09-18 00:00:00+05:30,679.3505634076137,692.5459268858139,675.7365597283913,681.2836303710938,8847382,0.0,0.0
2020-09-21 00:00:00+05:30,691.7054503042556,714.3140693814422,666.8696208840603,674.5598754882812,24911507,0.0,0.0
2020-09-22 00:00:00+05:30,684.0991838354295,698.8493922578576,664.4322050734492,690.0244750976562,21882919,0.0,0.0
2020-09-23 00:00:00+05:30,699.2697475089244,710.0277333648218,680.905532471599,684.225341796875,18070370,0.0,0.0
2020-09-24 00:00:00+05:30,681.6197779924552,681.9979989796938,658.9271343354931,662.5411376953125,10553627,0.0,0.0
2020-09-25 00:00:00+05:30,668.3824910108276,702.6315781012912,666.1552292452059,695.6557006835938,19813100,0.0,0.0
2020-09-28 00:00:00+05:30,704.6485328471382,709.9854851967915,689.8562623056662,702.0010375976562,11145837,0.0,0.0
2020-09-29 00:00:00+05:30,703.8082021214217,706.9178939130317,680.9474532188809,683.0906372070312,10554255,0.0,0.0
2020-09-30 00:00:00+05:30,687.5030408533972,689.6042115161521,678.3419162445412,682.1240234375,9470272,0.0,0.0
2020-10-01 00:00:00+05:30,689.1000546424757,689.9825361938402,681.7879693775193,683.2587890625,4321350,0.0,0.0
2020-10-05 00:00:00+05:30,696.580061577023,705.3209517235608,685.0656365199083,692.7139282226562,11889998,0.0,0.0
2020-10-06 00:00:00+05:30,697.5887672643398,701.3708750386646,691.4533582456148,696.8743896484375,7848500,0.0,0.0
2020-10-07 00:00:00+05:30,697.5886915169424,698.0929519795161,691.7054133957151,695.9497680664062,6980002,0.0,0.0
2020-10-08 00:00:00+05:30,720.7015696930539,738.7716382043084,709.7754817560163,714.0198364257812,25860257,0.0,0.0
2020-10-09 00:00:00+05:30,716.8356421984255,724.9041197072196,713.8099246590311,719.23095703125,7286954,0.0,0.0
2020-10-12 00:00:00+05:30,723.4750877840025,732.8463296591799,720.4074093297625,727.6774291992188,8717550,0.0,0.0
2020-10-13 00:00:00+05:30,728.0977488676197,761.9686143933218,725.57634372231,756.7577514648438,18948618,0.0,0.0
2020-10-14 00:00:00+05:30,759.7833549121801,765.414502868608,741.2930520271492,748.39501953125,15441198,0.0,0.0
2020-10-15 00:00:00+05:30,756.3795169216819,759.5312732970169,700.4883705324082,722.8027954101562,15648823,0.0,0.0
2020-10-16 00:00:00+05:30,721.9622536143304,737.0906826772616,689.6882510941653,695.193359375,28982990,0.0,0.0
2020-10-19 00:00:00+05:30,705.8253887177449,724.2316681529315,700.1102135605487,709.9857177734375,15671485,0.0,0.0
2020-10-20 00:00:00+05:30,711.8346682844364,744.6549465847859,709.0190685766061,739.3179931640625,21563969,0.0,0.0
2020-10-21 00:00:00+05:30,740.4526363887535,749.4036450777401,722.8028005610988,732.0899658203125,11161929,0.0,0.0
2020-10-22 00:00:00+05:30,725.2085087176009,741.3354902259199,719.002537189495,731.4144287109375,9607794,4.0,0.0
2020-10-23 00:00:00+05:30,735.4250524879425,739.182400893141,718.2003808169123,719.762451171875,5447267,0.0,0.0
2020-10-26 00:00:00+05:30,720.2270346582214,726.8973877150419,710.981436977868,715.83642578125,6612856,0.0,0.0
2020-10-27 00:00:00+05:30,716.807346347327,723.9842853382489,708.1528022700388,715.3719482421875,5807904,0.0,0.0
2020-10-28 00:00:00+05:30,719.3824789956215,719.3824789956215,693.7143511499457,700.4691162109375,6853002,0.0,0.0
2020-10-29 00:00:00+05:30,696.5851499838811,711.3611986199028,691.4768691909529,709.2925415039062,6690978,0.0,0.0
2020-10-30 00:00:00+05:30,711.6145848917579,725.8840486224905,703.3400068824487,710.8969116210938,8727274,0.0,0.0
2020-11-02 00:00:00+05:30,710.8969024383033,712.5011284151758,691.6880369522434,694.3899536132812,5953172,0.0,0.0
2020-11-03 00:00:00+05:30,699.1181702273946,702.4955526922612,685.9041407196971,687.3395385742188,7011687,0.0,0.0
2020-11-04 00:00:00+05:30,685.7776024422213,710.7280081012815,684.4266183726055,688.2684326171875,10077502,0.0,0.0
2020-11-05 00:00:00+05:30,704.184338041925,718.6226293950623,700.8491621051554,711.6990356445312,8903859,0.0,0.0
2020-11-06 00:00:00+05:30,714.3163410381276,722.590917187645,706.2106443069192,717.7781372070312,5871913,0.0,0.0
2020-11-09 00:00:00+05:30,731.878857537298,736.9449318417114,715.2452365975195,721.9155883789062,7505062,0.0,0.0
2020-11-10 00:00:00+05:30,716.4272881116377,716.4272881116377,680.3315113682405,683.6666870117188,10397497,0.0,0.0
2020-11-11 00:00:00+05:30,686.453160014816,699.9626932992404,679.9938937992887,697.4718627929688,9779484,0.0,0.0
2020-11-12 00:00:00+05:30,698.4005052354087,706.717289038502,694.052104647131,696.3318481445312,4699639,0.0,0.0
2020-11-13 00:00:00+05:30,694.8120804122954,702.0312256664985,690.8014384338748,699.20263671875,3918289,0.0,0.0
2020-11-14 00:00:00+05:30,704.1843973121896,704.1843973121896,699.962668311517,701.2291870117188,475390,0.0,0.0
2020-11-17 00:00:00+05:30,707.5195298928744,707.5195298928744,687.2974389199098,688.1417846679688,5977903,0.0,0.0
2020-11-18 00:00:00+05:30,691.519155467706,692.27908724147,675.6876729707346,687.5507202148438,5816221,0.0,0.0
2020-11-19 00:00:00+05:30,688.1417208963273,692.7434151037537,678.00957285859,679.3182983398438,7170339,0.0,0.0
